ID,RA,DEC,g_auto,e_g_auto,r_auto,e_r_auto,radius,ab_ratio,i_auto,e_i_auto,PROB_GAL,zml,s2n_DET_auto
DR4_3_SPLUS-s23s31_0042029,330.7592677471549,-29.16428860426786,16.33875846862793,0.01650596782565117,15.443352699279785,0.007443447131663561,0.0011749856639653444,1.1179053783416748,14.985450744628906,0.006890650372952223,1.0,0.08533333241939545,225.4676055908203
DR4_3_SPLUS-s23s31_0043799,330.95199475402933,-29.22343621231315,17.364280700683594,0.023349421098828316,16.534730911254883,0.011220854707062244,0.0009942053584381938,2.4402875900268555,16.140567779541016,0.010803250595927238,1.0,0.05925000086426735,147.35768127441406
DR4_3_SPLUS-s23s31_0044089,330.89593329980596,-29.22650636356404,17.46186065673828,0.03137173131108284,16.982511520385742,0.01978212594985962,0.0008165283361449838,1.3008942604064941,16.693233489990234,0.021501006558537483,1.0,0.06616666913032532,81.53905487060547
DR4_3_SPLUS-s23s31_0045896,330.86702773640866,-29.243074199831433,16.447790145874023,0.023492801934480667,15.585654258728027,0.010586101561784744,0.0013864979846403003,1.1631735563278198,15.164785385131836,0.010274030268192291,1.0,0.07958333194255829,155.6208953857422
DR4_3_SPLUS-s23s31_0046593,330.5684124152611,-28.87027692996984,15.654677391052246,0.620250403881073,15.016029357910156,1.0611051321029663,0.0015011122450232506,1.6632660627365112,14.635944366455078,0.32747307419776917,0.97,0.019999999552965164,11.163315773010254
DR4_3_SPLUS-s23s31_0046802,330.4864336936644,-28.920746407522657,15.919639587402344,0.010236737318336964,15.130905151367188,0.005162680521607399,0.001110261888243258,1.2822157144546509,14.709493637084961,0.004810470622032881,1.0,0.037583332508802414,329.68316650390625
DR4_3_SPLUS-s23s31_0047646,331.0408216837879,-28.931085868775163,17.306638717651367,0.03007880225777626,16.714887619018555,0.017208145931363106,0.000838732928968966,1.2444369792938232,16.38194465637207,0.017791789025068283,1.0,0.08574999868869781,96.87710571289062
DR4_3_SPLUS-s21s33_0001462,333.6445789468467,-27.598527385799276,17.848636627197266,0.02680537849664688,17.04148292541504,0.01386233326047659,0.0007051608990877867,1.4151455163955688,16.7159423828125,0.015051347203552723,1.0,0.05108333379030228,116.04461669921875
DR4_3_SPLUS-s21s33_0001471,334.47193537716294,-27.596931007636346,18.07257080078125,0.023334775120019913,17.189102172851562,0.011668149381875992,0.0006994619616307318,1.7342087030410767,16.793458938598633,0.011603503488004208,1.0,0.06308333575725555,139.8952178955078
DR4_3_SPLUS-s21s33_0003701,333.5119859787251,-27.53930928564535,17.371065139770508,0.019526135176420212,16.972259521484375,0.014412213116884232,0.000788085802923888,1.0846643447875977,16.881254196166992,0.01948932372033596,1.0,0.01491666678339243,110.66143798828125
DR4_3_SPLUS-s21s33_0003805,334.48665308874797,-27.53330411731668,18.63455581665039,0.04098043590784073,18.43035125732422,0.036762598901987076,0.0006432814989238977,1.2878798246383667,18.09188461303711,0.03934134170413017,0.97,0.008666666224598885,46.46169662475586
