,recno,HIPASS,RAJ2000,DEJ2000,TType,Dist,r_Dist,OMatch,VelHI,Spk,Sint,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,f_W3mag,e_W3mag,W4mag,e_W4mag,f_W4mag,R1iso,R2iso,R3iso,R4iso,ba,PA,W1-W2,e_W1-W2,W2-W3,e_W2-W3,W1-W2c,W2-W3c,logLW1,e_logLW1,logLW2,e_logLW2,logLW3,e_logLW3,logLW4,e_logLW4,logLW1in,e_logLW1in,W1flux,W2flux,w3PaH,w4dust,logM*,e_logM*,logMHI,e_logMHI,logSFR,e_logSFR,logSFE,e_logSFE,T16
222,21,J0012+00,3.14373,0.04984,,169.43,1,1,11852.2,0.0444,3.4,12.2,0.01,12.01,0.03,8.02,10.0,0.03,6.21,0.16,10.0,25.87,,,,0.516,91.9,0.19,0.02,3.83,0.03,0.21,3.86,9.459,0.01,9.147,0.014,9.51,0.02,9.52,0.06,10.82,0.01,3.59,2.4,13.79,28.22,10.14,0.11,10.35,0.12,0.47,0.08,-9.87,0.14,0
223,75,J0037+01,9.30195,1.94226,5.0,58.14,1,1,4364.1,0.0966,20.7,9.59,0.01,9.59,0.02,6.7,10.0,0.04,5.18,0.08,10.0,90.35,,,,0.797,94.0,0.0,0.02,2.81,0.02,0.0,2.93,9.607,0.01,9.21,0.012,9.16,0.02,9.05,0.03,10.97,0.01,42.89,23.63,52.88,80.84,10.8,0.1,10.21,0.05,0.2,0.07,-10.01,0.09,0
224,183,J0124+01,21.14071,1.73143,4.0,68.33,1,1,5024.3,0.0667,10.6,8.44,0.01,8.46,0.02,5.89,10.0,0.03,4.13,0.05,10.0,112.73,,,,0.988,48.7,-0.01,0.02,2.54,0.02,-0.03,2.64,10.205,0.01,9.798,0.012,9.61,0.02,9.48,0.02,11.56,0.01,123.06,66.18,108.66,157.49,11.46,0.1,10.06,0.07,0.56,0.08,-9.5,0.1,0
225,3012,J2246-14,341.60092,-14.17984,7.0,32.48,2,1,2593.2,0.0618,9.8,11.97,0.01,11.94,0.03,12.81,0.0,0.28,10.43,0.83,0.0,74.03,55.63,6.49,12.0,0.235,111.7,0.03,0.03,-0.88,0.28,0.02,-0.87,8.157,0.01,7.77,0.015,,,,,9.52,0.01,4.88,2.75,,,9.28,0.12,9.38,0.07,,,,,0
226,2970,J2220-15,335.11285,-15.77353,1.0,65.65,1,1,4865.7,0.1202,13.4,9.63,0.01,9.6,0.02,6.54,10.0,0.04,5.07,0.07,10.0,71.43,,,,0.944,168.8,0.02,0.02,2.94,0.02,0.02,3.02,9.697,0.01,9.308,0.012,9.3,0.02,9.12,0.03,11.06,0.01,41.35,23.2,57.3,75.15,10.84,0.1,10.13,0.06,0.31,0.07,-9.82,0.09,0
227,2944,J2214-15,333.70792,-16.02503,,54.02,1,1,4068.4,0.0503,6.7,12.99,0.02,12.97,0.05,13.46,0.0,0.54,11.81,3.42,0.0,43.96,,,,0.416,144.3,0.02,0.05,-0.49,0.54,0.01,,8.184,0.012,7.794,0.023,,,,,9.54,0.02,1.88,1.05,,,9.33,0.16,9.66,0.09,,,,,0
228,2963,J2217-15,334.42801,-15.57129,1.0,54.77,1,1,4123.0,0.0879,24.8,9.84,0.01,9.82,0.02,6.48,10.0,0.03,4.91,0.05,10.0,73.67,,,,0.603,162.4,0.02,0.02,3.14,0.02,0.02,3.21,9.456,0.01,9.067,0.012,9.14,0.02,9.02,0.02,10.82,0.01,34.16,19.15,57.12,85.96,10.6,0.1,10.24,0.04,0.19,0.07,-10.05,0.08,0
229,2969,J2220-14,335.20013,-14.29222,7.5,54.15,1,1,4082.8,0.0758,3.7,13.59,0.04,13.63,0.12,13.31,0.0,0.93,,,,29.82,,,,0.882,82.1,-0.04,0.12,0.32,0.93,-0.02,,7.944,0.016,7.541,0.049,,,,,9.3,0.02,1.07,0.58,,,9.17,0.33,9.4,0.12,,,,,0
230,2959,J2216-12,334.05035,-12.66278,,49.95,1,1,3798.3,0.0554,5.8,12.91,0.02,12.87,0.03,9.27,10.0,0.09,8.87,0.46,0.0,21.52,,,,0.865,69.5,0.04,0.03,2.74,0.08,0.02,3.64,8.15,0.012,7.762,0.015,8.02,0.04,,,9.51,0.02,2.03,1.14,5.24,,9.28,0.12,9.53,0.09,-0.69,0.06,-10.22,0.11,0
231,2986,J2230-14,337.71103,-14.18802,5.0,68.24,1,1,5049.0,0.0751,10.3,10.89,0.01,10.88,0.02,7.44,10.0,0.05,5.96,0.08,10.0,53.01,,,,0.791,177.7,0.0,0.02,3.36,0.03,0.01,3.43,9.224,0.01,8.831,0.013,9.0,0.02,8.83,0.03,10.58,0.01,12.87,7.16,26.67,35.33,10.39,0.1,10.05,0.07,0.08,0.07,-9.97,0.1,0
232,3015,J2248-11,342.14264,-11.99645,,58.93,1,2,4422.8,0.0535,5.4,14.56,0.04,14.34,0.15,,,,,,,22.92,,,,0.9,0.0,0.22,0.15,,,0.22,,7.634,0.019,7.326,0.062,,,,,8.99,0.02,0.44,0.3,,,8.31,0.41,9.64,0.09,,,,,0
233,3011,J2246-10,341.51566,-11.00105,0.0,33.7,1,1,2689.3,0.1587,23.4,8.94,0.01,8.92,0.02,5.99,10.0,0.04,4.13,0.09,10.0,95.09,71.66,71.66,71.66,0.959,93.6,0.02,0.02,2.69,0.02,0.01,2.81,9.401,0.01,9.01,0.012,8.91,0.02,8.74,0.04,10.76,0.01,79.49,44.36,87.78,117.89,10.56,0.1,9.79,0.05,0.0,0.06,-9.79,0.08,0
234,3052,J2303-07,345.93253,-7.22477,6.0,68.59,1,1,5093.6,0.0411,6.7,10.77,0.01,10.68,0.02,,,,5.44,0.05,10.0,45.39,,,,0.606,24.3,0.09,0.02,,,0.1,,9.272,0.01,8.915,0.012,,,9.01,0.02,10.63,0.01,14.26,8.6,,52.77,10.21,0.1,9.86,0.09,,,,,0
235,2992,J2234-10,338.58572,-10.35701,5.0,52.84,1,1,4006.5,0.0543,7.1,9.38,0.01,9.27,0.02,5.51,10.0,0.02,3.52,0.02,10.0,73.37,,,,0.888,2.6,0.11,0.02,3.72,0.02,0.12,3.75,9.609,0.01,9.262,0.012,9.57,0.01,9.56,0.01,10.97,0.01,52.19,32.25,165.92,313.6,10.48,0.1,9.66,0.08,0.53,0.08,-9.14,0.11,0
236,2998,J2237-08,339.33768,-8.46126,10.0,35.44,2,1,2818.4,0.0729,5.0,12.68,0.03,12.71,0.06,14.28,0.0,1.22,9.48,0.5,0.0,44.98,31.55,6.0,12.0,0.661,171.7,-0.03,0.06,,,-0.03,,7.947,0.014,7.538,0.027,,,,,9.31,0.02,2.52,1.35,,,9.22,0.19,9.17,0.1,,,,,0
237,3022,J2255-05,343.92371,-5.49523,3.0,34.22,0,1,2854.5,0.064,10.3,8.97,0.01,8.88,0.02,5.68,10.0,0.02,3.54,0.02,10.0,109.27,88.7,88.7,88.7,0.388,107.5,0.09,0.02,3.2,0.02,0.09,3.25,9.403,0.01,9.042,0.012,9.14,0.01,9.17,0.01,10.76,0.01,77.45,46.26,144.54,305.65,10.37,0.1,9.45,0.07,0.18,0.07,-9.27,0.1,1
238,3016,J2251-05,342.90872,-5.5573,5.0,39.79,0,1,3744.5,0.0522,9.8,9.44,0.01,9.27,0.02,5.41,10.0,0.02,3.05,0.02,10.0,78.17,,,,0.526,89.3,0.17,0.02,3.8,0.02,0.18,3.83,9.343,0.01,9.017,0.012,9.36,0.01,9.49,0.01,10.7,0.01,49.81,32.33,179.68,471.42,10.08,0.1,9.56,0.07,0.36,0.07,-9.2,0.1,1
239,2943,J2214-11,333.7605,-11.51632,0.0,35.17,1,1,2783.8,0.0748,12.4,10.28,0.01,10.26,0.02,7.69,10.0,0.04,5.71,0.07,10.0,73.12,,,,0.68,96.4,0.02,0.02,2.61,0.03,0.02,2.7,8.904,0.01,8.514,0.012,8.36,0.02,8.36,0.03,10.26,0.01,23.21,13.0,22.84,45.49,10.05,0.1,9.55,0.06,-0.43,0.06,-9.98,0.09,0
240,2911,J2201-12,330.49741,-12.19056,7.5,34.48,1,1,2728.5,0.1074,13.8,11.8,0.01,11.9,0.04,10.44,10.0,0.16,9.31,0.46,0.0,67.79,42.84,10.99,12.0,0.62,130.1,-0.1,0.04,0.87,0.12,-0.11,1.17,8.278,0.01,7.838,0.018,6.7,0.17,,,9.64,0.01,5.72,2.85,0.52,,9.6,0.13,9.58,0.06,-1.74,0.14,-11.32,0.15,0
241,3005,J2242-06,340.59766,-6.83631,9.0,7.78,1,1,898.7,0.0523,3.0,13.55,0.03,13.35,0.07,14.46,0.0,1.24,9.71,0.55,0.0,25.49,22.9,6.0,12.0,0.698,52.1,0.19,0.06,,,0.19,,6.289,0.013,5.97,0.029,,,,,7.65,0.02,1.15,0.76,,,6.99,0.2,7.63,0.13,,,,,0
242,3000,J2239-04,339.78702,-4.75973,10.0,6.75,2,1,831.4,0.1421,8.5,14.17,0.04,14.17,0.14,,,,9.82,0.56,0.0,28.59,14.89,0.0,12.0,0.451,74.7,0.0,0.13,,,0.0,,5.917,0.02,5.518,0.057,,,,,7.28,0.02,0.65,0.36,,,7.12,0.38,7.96,0.08,,,,,0
243,2991,J2234-04,338.7262,-4.70228,10.0,7.61,1,1,888.6,0.1069,10.6,12.57,0.01,12.54,0.05,,,,,,,58.13,37.97,6.0,0.0,0.466,94.4,0.03,0.05,,,0.03,,6.661,0.01,6.275,0.022,,,,,8.02,0.01,2.84,1.6,,,7.78,0.16,8.16,0.07,,,,,0
244,2978,J2224-03,335.91302,-3.4316,-2.0,35.65,0,1,2831.1,0.1071,9.7,9.03,0.01,9.05,0.02,7.57,10.0,0.03,5.2,0.03,10.0,96.34,,,,0.773,81.7,-0.02,0.02,1.25,0.02,-0.02,1.48,9.414,0.01,9.009,0.012,8.18,0.07,8.56,0.02,10.77,0.01,73.1,39.5,14.81,70.1,10.66,0.1,9.46,0.07,-0.57,0.08,-10.03,0.1,1
245,2997,J2236-02,339.14566,-2.90551,9.0,19.13,1,1,1694.0,0.1403,14.0,10.57,0.01,10.64,0.03,7.72,10.0,0.1,5.73,0.12,0.0,92.97,62.98,62.98,62.98,0.749,129.3,-0.06,0.02,2.66,0.05,-0.07,3.02,8.262,0.01,7.839,0.013,7.83,0.04,7.76,0.05,9.62,0.01,17.89,9.27,22.72,38.45,9.58,0.11,9.08,0.06,-0.85,0.06,-9.93,0.08,0
246,2993,J2235-02,338.89886,-2.7069,3.0,37.17,1,1,2941.9,0.089,13.4,13.01,0.02,13.09,0.04,9.5,10.0,0.11,8.61,0.35,0.0,25.98,,,,0.663,171.5,-0.08,0.04,2.97,0.08,-0.08,3.14,7.858,0.011,7.429,0.019,7.47,0.05,7.18,0.14,9.22,0.01,1.87,0.96,2.63,2.67,9.17,0.14,9.64,0.06,-1.13,0.06,-10.77,0.09,0
247,3080,J2319-08,349.76981,-8.48514,3.0,38.74,0,1,2234.7,0.1056,31.4,7.63,0.01,7.62,0.02,4.89,10.0,0.02,3.05,0.03,10.0,174.47,149.44,149.44,149.44,0.407,143.9,0.01,0.02,2.69,0.02,0.01,2.77,10.045,0.01,9.651,0.012,9.53,0.02,9.4,0.01,11.4,0.01,264.78,146.71,277.15,407.39,11.22,0.1,10.04,0.04,0.49,0.08,-9.55,0.09,1
248,3114,J2336-04,354.12445,-4.90861,6.0,79.17,1,1,5814.8,0.0842,8.4,10.23,0.01,10.24,0.02,7.42,10.0,0.06,6.1,0.13,10.0,66.94,,,,0.897,148.7,-0.02,0.02,2.65,0.03,-0.03,2.83,9.618,0.01,9.208,0.012,9.11,0.03,8.91,0.05,10.98,0.01,23.71,12.69,25.52,31.38,10.89,0.1,10.09,0.08,0.16,0.07,-9.92,0.1,0
249,3104,J2334-04,353.65186,-4.53435,3.0,45.5,0,1,2228.4,0.1016,19.9,9.85,0.01,9.88,0.02,8.49,10.0,0.08,7.58,0.42,0.0,100.26,72.61,72.61,72.61,0.348,128.2,-0.03,0.02,1.42,0.05,-0.04,1.58,9.292,0.01,8.879,0.012,8.11,0.07,,,10.65,0.01,33.87,18.0,7.72,,10.58,0.1,9.98,0.05,-0.62,0.08,-10.61,0.09,1
250,3081,J2320-04,350.26218,-4.89378,9.0,76.96,1,1,5665.2,0.0407,5.9,12.14,0.01,12.07,0.04,8.81,10.0,0.09,6.83,0.17,10.0,41.66,,,,0.801,108.2,0.06,0.04,3.13,0.07,0.1,3.2,8.816,0.01,8.46,0.019,8.53,0.04,8.57,0.07,10.18,0.01,3.96,2.4,7.13,15.17,9.75,0.14,9.91,0.09,-0.29,0.06,-10.2,0.11,0
251,3063,J2307-06,346.80893,-6.29673,,83.9,1,2,6136.3,0.0437,4.0,13.83,0.03,13.81,0.09,11.2,0.0,0.28,9.15,0.83,0.0,20.72,,,,0.803,107.1,0.03,0.09,2.6,0.3,0.03,2.61,8.219,0.014,7.832,0.039,7.64,0.12,,,9.58,0.02,0.84,0.48,0.76,,9.34,0.26,9.81,0.11,-1.0,0.1,-10.81,0.15,0
252,3130,J2341-03,355.51883,-3.58085,,94.53,1,1,6857.4,0.0568,7.8,12.26,0.01,12.08,0.03,8.41,10.0,0.03,5.82,0.09,10.0,27.89,,,,0.687,72.0,0.18,0.03,3.64,0.04,0.18,3.73,8.954,0.01,8.629,0.014,8.93,0.02,9.04,0.04,10.31,0.01,3.6,2.34,11.84,29.78,9.69,0.11,10.21,0.08,0.02,0.06,-10.19,0.1,0
253,3101,J2333-03,353.43533,-3.08058,7.0,55.99,0,1,5231.3,0.0442,5.5,12.65,0.02,12.55,0.05,9.81,0.0,0.12,7.82,0.4,0.0,42.21,,,,0.532,47.6,0.1,0.04,2.74,0.13,0.1,2.76,8.35,0.011,7.992,0.021,7.87,0.05,,,9.71,0.02,2.56,1.54,2.92,,9.29,0.15,9.6,0.09,-0.81,0.06,-10.42,0.11,1
254,3100,J2333-02,353.31549,-2.70286,9.0,15.33,0,1,2280.4,0.0794,10.2,10.55,0.01,10.46,0.02,7.51,10.0,0.03,4.95,0.05,10.0,81.33,67.24,67.24,67.24,0.408,76.8,0.09,0.02,2.97,0.03,0.09,3.03,8.077,0.01,7.718,0.012,7.72,0.02,7.85,0.02,9.44,0.01,18.21,10.95,27.47,73.4,9.03,0.1,8.75,0.07,-0.94,0.05,-9.69,0.09,1
255,3097,J2330-02,352.63458,-2.4625,3.0,141.5,1,1,10010.3,0.035,4.4,9.74,0.01,9.3,0.02,6.72,10.0,0.03,4.89,0.04,10.0,73.46,,,,0.697,91.7,0.44,0.02,2.51,0.02,0.42,2.62,10.301,0.01,10.072,0.012,9.91,0.02,9.85,0.02,11.66,0.01,35.79,29.03,49.69,87.02,10.98,0.1,10.3,0.11,0.79,0.08,-9.52,0.13,0
256,3098,J2331-02,352.97302,-2.15652,9.0,30.61,1,1,2491.9,0.0535,5.9,11.94,0.01,11.93,0.03,8.84,10.0,0.14,7.07,0.21,0.0,34.16,,,,0.881,36.6,0.01,0.03,2.58,0.08,0.01,2.94,8.12,0.01,7.727,0.015,7.68,0.06,7.63,0.08,9.48,0.01,5.04,2.8,6.37,11.22,9.28,0.12,9.11,0.09,-0.96,0.07,-10.07,0.11,0
257,3088,J2324-00,351.09683,-0.10779,9.0,18.35,0,1,2707.6,0.0924,10.6,12.48,0.02,12.44,0.05,9.82,10.0,0.15,6.51,0.18,10.0,49.12,49.12,49.12,49.12,0.471,80.3,0.04,0.04,2.53,0.18,0.04,3.02,7.46,0.011,7.081,0.02,7.08,0.06,7.37,0.07,8.82,0.01,3.07,1.76,4.37,17.15,8.54,0.15,8.92,0.07,-1.44,0.07,-10.36,0.1,1
258,3113,J2336+00,354.13113,0.29738,3.0,32.18,1,1,2602.5,0.0992,20.1,9.14,0.01,9.15,0.02,6.13,10.0,0.08,5.25,0.08,10.0,83.88,61.84,61.84,61.84,0.924,27.2,-0.01,0.02,2.61,0.02,-0.01,2.72,9.283,0.01,8.881,0.012,8.73,0.03,8.5,0.03,10.64,0.01,66.33,36.1,64.88,75.07,10.51,0.1,9.69,0.05,-0.13,0.07,-9.82,0.08,0
259,3127,J2340+01,355.08685,1.2457,0.0,21.6,1,1,1868.9,0.0544,9.1,11.66,0.01,11.64,0.03,9.48,10.0,0.1,7.49,0.27,0.0,49.62,,,,0.54,77.9,0.02,0.02,2.22,0.08,0.02,2.3,7.931,0.01,7.543,0.014,7.2,0.05,7.16,0.11,9.29,0.01,6.56,3.68,4.16,7.51,9.07,0.11,9.0,0.07,-1.35,0.06,-10.34,0.09,0
260,3109,J2335+01,353.91446,1.19839,9.3,32.13,1,1,2600.1,0.1219,9.1,13.78,0.03,13.8,0.14,15.37,0.0,2.66,11.38,2.35,0.0,34.24,,,,0.583,115.0,-0.02,0.13,,,-0.02,,7.424,0.014,7.019,0.056,,,,,8.78,0.02,0.92,0.5,,,8.67,0.36,9.34,0.07,,,,,0
261,3032,J2257-02,344.38431,-2.49983,10.0,37.87,1,1,2993.6,0.099,11.9,13.11,0.03,13.17,0.08,9.34,0.0,0.17,6.82,0.16,10.0,69.63,,,,0.275,122.2,-0.06,0.08,3.83,0.19,-0.05,3.84,7.834,0.013,7.415,0.033,7.76,0.07,7.9,0.07,9.19,0.02,1.7,0.89,4.96,13.56,9.15,0.23,9.6,0.06,-0.9,0.07,-10.5,0.1,0
262,3031,J2257-00,344.33136,-1.04901,1.0,39.44,1,1,3103.1,0.0541,12.2,9.39,0.01,9.44,0.02,6.95,10.0,0.07,6.05,0.1,10.0,88.4,,,,0.6,154.0,-0.05,0.02,2.06,0.02,-0.06,2.24,9.357,0.01,8.937,0.012,8.55,0.04,8.29,0.04,10.72,0.01,52.36,27.38,28.49,30.52,10.67,0.1,9.65,0.06,-0.28,0.06,-9.92,0.09,0
263,3058,J2305+00,346.30231,0.83437,5.0,104.45,1,1,7533.4,0.069,8.7,11.39,0.01,11.36,0.03,8.33,10.0,0.07,7.14,0.23,0.0,45.84,,,,0.906,104.5,0.03,0.03,2.91,0.05,0.02,3.1,9.386,0.01,8.996,0.014,9.02,0.03,8.66,0.09,10.74,0.01,7.98,4.47,11.95,10.31,10.53,0.11,10.34,0.07,0.09,0.07,-10.25,0.1,0
264,3002,J2241+00,340.3913,0.40045,8.0,24.41,0,1,1754.8,0.121,17.4,11.45,0.01,11.56,0.04,9.85,0.0,0.22,7.03,0.42,0.0,76.61,44.52,44.52,44.52,0.697,176.8,-0.1,0.03,1.71,0.22,-0.1,1.72,8.117,0.011,7.678,0.016,6.99,0.1,,,9.48,0.01,7.86,3.93,2.02,,9.43,0.12,9.39,0.05,-1.51,0.09,-10.89,0.11,1
265,3085,J2321+01,350.5007,1.69209,,36.48,1,1,2901.9,0.0552,6.8,12.4,0.01,12.39,0.03,9.49,10.0,0.09,8.01,0.33,0.0,28.73,,,,0.794,138.7,0.01,0.03,2.68,0.09,0.01,2.82,8.084,0.01,7.692,0.015,7.59,0.04,7.41,0.13,9.44,0.01,3.27,1.82,3.64,4.68,9.24,0.12,9.32,0.08,-1.03,0.06,-10.36,0.1,0
266,2871,J2142-06,325.61176,-6.33212,9.0,13.13,1,1,1248.7,0.0599,4.4,13.0,0.02,12.95,0.06,10.06,10.0,0.16,9.23,0.39,0.0,32.69,27.77,9.52,12.04,0.569,131.3,0.05,0.05,1.38,0.16,0.05,2.89,6.963,0.012,6.585,0.024,6.52,0.06,,,8.32,0.02,1.91,1.1,2.38,,8.04,0.17,8.25,0.11,-1.88,0.07,-10.13,0.13,0
267,2881,J2147-04,326.92294,-4.16156,3.0,65.16,0,1,5073.0,0.0417,7.3,10.81,0.01,10.73,0.02,7.18,10.0,0.02,4.93,0.03,10.0,49.94,,,,0.565,10.5,0.08,0.02,3.47,0.02,0.08,3.54,9.217,0.01,8.851,0.012,9.07,0.01,9.17,0.01,10.58,0.01,13.91,8.22,34.14,84.33,10.22,0.1,9.86,0.08,0.13,0.07,-9.73,0.1,1
268,2885,J2149+00,327.28046,0.44724,4.0,67.62,0,1,4741.6,0.0803,7.2,11.13,0.01,11.12,0.02,7.83,10.0,0.06,6.5,0.1,10.0,48.79,,,,0.814,121.7,0.01,0.02,2.89,0.03,0.0,3.04,9.12,0.01,8.725,0.013,8.72,0.03,8.58,0.04,10.48,0.01,10.34,5.71,14.3,20.45,10.3,0.1,9.88,0.08,-0.14,0.06,-10.03,0.1,1
269,2902,J2158+01,329.53055,1.00892,4.0,38.35,1,1,3011.6,0.0585,13.9,11.0,0.01,10.82,0.02,7.37,10.0,0.03,5.34,0.05,10.0,45.0,,,,0.5,62.2,0.18,0.02,3.4,0.02,0.18,3.45,8.689,0.01,8.365,0.012,8.55,0.01,8.55,0.02,10.05,0.01,11.91,7.75,29.86,58.53,9.42,0.1,9.68,0.06,-0.28,0.06,-9.96,0.08,0
270,2880,J2146+01,326.53271,1.06228,7.4,59.06,1,1,4427.1,0.0521,5.9,13.21,0.02,13.24,0.05,11.21,0.0,0.28,8.45,0.58,0.0,28.04,,,,0.6,14.6,-0.04,0.05,2.03,0.29,-0.04,2.05,8.175,0.011,7.76,0.022,7.28,0.12,,,9.53,0.02,1.54,0.81,0.67,,9.48,0.16,9.68,0.09,-1.28,0.1,-10.96,0.14,0
271,3153,J2356+01,359.19806,1.355,4.0,30.39,1,1,2473.6,0.062,13.0,10.36,0.01,10.28,0.02,7.17,10.0,0.02,5.35,0.06,10.0,66.1,56.29,56.29,56.29,0.372,33.4,0.08,0.02,3.07,0.02,0.08,3.12,8.744,0.01,8.379,0.012,8.42,0.02,8.32,0.03,10.1,0.01,21.5,12.74,35.01,54.9,9.73,0.1,9.45,0.06,-0.38,0.06,-9.83,0.08,0
272,903,J0606-39,91.61375,-39.86448,1.0,72.6,1,1,4910.9,0.0398,8.9,10.37,0.01,10.22,0.02,6.76,10.0,0.02,5.13,0.03,10.0,57.94,,,,0.637,109.4,0.15,0.02,3.37,0.02,0.14,3.42,9.488,0.01,9.149,0.012,9.32,0.01,9.18,0.01,10.85,0.01,20.92,13.16,49.03,70.03,10.31,0.1,10.04,0.07,0.33,0.07,-9.71,0.1,0
273,870,J0551-38,87.82732,-38.32046,5.0,44.23,0,1,3109.9,0.0813,20.4,9.66,0.01,9.6,0.02,6.7,10.0,0.05,4.97,0.03,10.0,102.6,,,,0.348,83.1,0.06,0.02,2.89,0.05,0.06,2.98,9.345,0.01,8.973,0.012,8.95,0.02,8.81,0.02,10.7,0.01,40.51,23.63,56.35,80.45,10.38,0.1,9.97,0.05,0.04,0.07,-9.93,0.08,1
274,911,J0610-34,92.54079,-34.11385,9.0,12.14,1,1,745.1,0.3087,32.8,9.19,0.01,9.14,0.02,6.53,10.0,0.04,4.04,0.04,10.0,194.84,,,,0.286,177.4,0.05,0.02,2.57,0.02,0.05,2.63,8.422,0.01,8.045,0.012,7.86,0.02,8.08,0.02,9.78,0.01,64.35,37.07,61.21,197.51,9.49,0.1,9.06,0.04,-0.82,0.05,-9.88,0.06,0
275,906,J0607-34,91.83145,-34.20416,10.0,12.18,1,1,750.5,0.0722,9.0,11.87,0.01,11.79,0.03,10.13,10.0,0.11,8.25,0.16,10.0,40.57,37.85,22.25,22.25,0.5,91.6,0.08,0.03,1.02,0.09,0.08,1.39,7.349,0.01,6.985,0.014,6.13,0.08,6.41,0.07,8.71,0.01,5.4,3.2,1.11,4.19,8.34,0.11,8.5,0.07,-2.19,0.08,-10.69,0.11,0
276,875,J0552-36,88.13586,-36.96388,5.0,95.95,0,1,7550.2,0.032,2.5,11.19,0.01,11.02,0.02,7.82,0.0,0.09,5.4,0.06,10.0,41.79,,,,0.665,47.6,0.17,0.02,3.2,0.09,0.22,3.21,9.379,0.01,9.07,0.012,9.15,0.04,9.32,0.03,10.74,0.01,9.32,6.27,19.02,54.85,10.06,0.1,9.73,0.14,0.19,0.07,-9.53,0.16,1
277,877,J0554-35,88.47548,-35.9586,9.0,44.15,1,2,2979.5,0.0377,4.2,12.58,0.01,12.58,0.03,9.79,10.0,0.23,7.05,0.15,10.0,26.25,,,,0.818,1.8,0.0,0.03,2.57,0.14,0.0,2.84,8.177,0.01,7.78,0.014,7.69,0.09,7.85,0.06,9.54,0.01,2.77,1.52,3.09,8.79,9.37,0.11,9.28,0.11,-0.96,0.09,-10.24,0.14,0
278,843,J0541-35,85.25332,-35.7081,7.0,16.24,0,1,1262.0,0.1215,16.0,10.46,0.01,10.56,0.02,8.01,10.0,0.06,5.91,0.12,0.0,131.15,95.18,95.18,95.18,0.5,6.8,-0.11,0.02,2.65,0.04,-0.11,2.69,8.166,0.01,7.726,0.012,7.56,0.03,7.55,0.05,9.52,0.01,19.9,9.94,16.95,32.8,9.48,0.1,9.0,0.05,-1.06,0.05,-10.06,0.08,1
279,860,J0547-34,86.75717,-34.24931,5.0,14.25,1,1,921.5,0.6312,121.6,7.73,0.01,7.7,0.02,5.32,10.0,0.03,3.27,0.06,10.0,240.91,165.23,73.52,93.1,0.517,12.5,0.03,0.02,2.24,0.02,0.03,2.31,9.143,0.01,8.756,0.012,8.41,0.03,8.41,0.03,10.5,0.01,245.27,138.3,158.18,309.17,10.27,0.1,9.76,0.02,-0.39,0.06,-10.15,0.06,0
280,883,J0556-34,89.10969,-34.10237,5.0,65.38,1,1,4430.2,0.0411,6.9,10.84,0.01,10.64,0.02,6.75,10.0,0.02,4.7,0.03,10.0,41.4,,,,0.878,134.4,0.19,0.02,3.87,0.03,0.21,3.92,9.208,0.01,8.894,0.012,9.28,0.01,9.28,0.01,10.57,0.01,13.52,9.01,54.54,107.77,9.89,0.1,9.84,0.08,0.29,0.07,-9.54,0.11,0
281,894,J0600-33,90.02232,-33.91825,,42.71,1,1,2872.3,0.0437,5.7,11.03,0.01,10.78,0.02,6.68,10.0,0.04,3.62,0.01,10.0,48.11,,,,0.766,36.4,0.26,0.02,4.08,0.03,0.26,4.13,8.766,0.01,8.473,0.012,8.94,0.02,9.34,0.01,10.13,0.01,11.47,8.02,59.57,294.83,9.45,0.1,9.39,0.09,0.03,0.06,-9.35,0.11,0
282,901,J0605-33,91.43647,-33.08002,10.0,9.68,0,1,786.8,0.2276,17.2,12.19,0.02,12.03,0.05,13.04,0.0,0.61,,,,66.58,31.1,6.0,12.0,0.66,39.2,0.17,0.05,-1.01,0.61,0.17,,7.02,0.012,6.689,0.022,,,,,8.38,0.02,4.0,2.57,,,7.79,0.16,8.58,0.05,,,,,0
283,943,J0626-28,96.66359,-28.66433,3.0,40.35,0,1,2743.8,0.0619,11.5,10.8,0.01,10.71,0.02,7.24,10.0,0.02,5.26,0.04,10.0,53.37,,,,0.584,179.2,0.09,0.02,3.47,0.02,0.09,3.53,8.813,0.01,8.451,0.012,8.67,0.01,8.63,0.02,10.17,0.01,14.3,8.53,35.37,63.34,9.78,0.1,9.64,0.06,-0.19,0.06,-9.83,0.09,1
284,933,J0621-27a,95.42841,-27.55939,9.4,27.49,1,1,1792.4,0.1215,15.6,12.53,0.02,12.53,0.04,14.57,0.0,0.69,,,,64.73,,,,0.453,50.1,0.0,0.04,-1.83,0.69,0.0,,7.788,0.011,7.391,0.018,,,,,9.15,0.01,2.91,1.6,,,8.98,0.13,9.44,0.05,,,,,0
285,926,J0617-27,94.27,-27.38857,4.0,30.61,0,1,1709.9,0.0881,16.3,9.07,0.01,8.99,0.02,5.82,10.0,0.02,4.27,0.03,10.0,127.03,,,,0.3,179.4,0.07,0.02,3.13,0.02,0.07,3.19,9.268,0.01,8.899,0.012,8.97,0.01,8.78,0.02,10.63,0.01,70.87,41.64,123.21,157.82,10.28,0.1,9.55,0.05,0.05,0.06,-9.5,0.09,1
