,recno,HIPASS,RAJ2000,DEJ2000,TType,Dist,r_Dist,OMatch,VelHI,Spk,Sint,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,f_W3mag,e_W3mag,W4mag,e_W4mag,f_W4mag,R1iso,R2iso,R3iso,R4iso,ba,PA,W1-W2,e_W1-W2,W2-W3,e_W2-W3,W1-W2c,W2-W3c,logLW1,e_logLW1,logLW2,e_logLW2,logLW3,e_logLW3,logLW4,e_logLW4,logLW1in,e_logLW1in,W1flux,W2flux,w3PaH,w4dust,logM*,e_logM*,logMHI,e_logMHI,logSFR,e_logSFR,logSFE,e_logSFE,T16
1964,1204,J0914-21,138.6521,-21.96844,4.0,44.45,1,1,2765.4,0.0646,12.2,11.55,0.01,11.52,0.02,8.58,10.0,0.04,7.26,0.13,10.0,64.3,,,,0.329,14.0,0.02,0.02,2.99,0.03,0.02,3.05,8.596,0.01,8.207,0.013,8.21,0.02,7.97,0.05,9.96,0.01,7.16,4.01,10.19,11.49,9.74,0.1,9.75,0.06,-0.55,0.06,-10.3,0.08,0
1965,1246,J0934-20,143.63168,-20.92036,1.0,55.2,0,1,2953.7,0.1246,35.0,8.97,0.01,8.96,0.02,6.22,10.0,0.03,4.62,0.07,10.0,130.47,,,,0.397,81.2,0.01,0.02,2.68,0.02,0.0,2.77,9.813,0.01,9.417,0.012,9.29,0.02,9.02,0.03,11.17,0.01,76.5,42.19,79.6,84.44,11.0,0.1,10.4,0.04,0.31,0.07,-10.09,0.08,1
1966,1253,J0936-21,144.1869,-21.12814,3.0,33.43,0,1,2270.5,0.2772,52.8,7.88,0.01,7.83,0.02,4.55,10.0,0.02,2.6,0.02,10.0,155.45,,,,0.8,177.9,0.05,0.02,3.23,0.02,0.07,3.28,9.813,0.01,9.444,0.012,9.55,0.01,9.51,0.01,11.17,0.01,208.27,122.39,395.35,711.92,10.82,0.1,10.14,0.03,0.51,0.08,-9.63,0.08,1
1967,1196,J0911-20,137.97772,-20.11717,5.0,36.13,0,1,2165.8,0.1864,44.1,9.53,0.01,9.43,0.02,6.15,10.0,0.05,4.73,0.05,10.0,140.64,,,,0.201,167.7,0.1,0.02,3.0,0.02,0.1,3.07,9.226,0.01,8.87,0.012,8.89,0.02,8.76,0.02,10.59,0.01,46.22,27.95,73.0,107.99,10.16,0.1,10.13,0.03,-0.01,0.07,-10.14,0.07,1
1968,1201,J0913-19,138.30132,-19.40824,9.7,15.54,1,1,766.4,0.1286,14.5,13.41,0.03,13.24,0.08,15.43,0.0,2.14,,,,47.75,,,,0.6,138.4,0.17,0.08,,,0.17,,6.947,0.014,6.618,0.035,,,,,8.31,0.02,1.31,0.84,,,7.71,0.24,8.91,0.06,,,,,0
1969,1183,J0905-19,136.3802,-19.0427,4.0,34.04,0,1,1948.7,0.186,37.4,11.23,0.01,11.21,0.02,8.1,10.0,0.04,5.26,0.06,10.0,62.8,62.8,62.8,62.8,0.331,20.4,0.01,0.02,3.08,0.03,0.01,3.26,8.495,0.01,8.104,0.013,8.2,0.02,8.46,0.03,9.85,0.01,9.66,5.39,16.87,60.1,9.65,0.1,10.01,0.04,-0.56,0.06,-10.56,0.07,1
1970,1182,J0905-18,136.36465,-18.52497,4.0,33.35,1,1,2004.1,0.0439,5.9,11.16,0.01,11.06,0.02,7.83,10.0,0.03,5.69,0.05,10.0,38.69,,,,0.824,37.7,0.1,0.02,3.17,0.03,0.12,3.22,8.5,0.01,8.151,0.012,8.24,0.02,8.28,0.02,9.86,0.01,10.18,6.26,19.14,42.24,9.39,0.1,9.19,0.09,-0.53,0.05,-9.71,0.11,0
1971,1222,J0920-16,140.04094,-16.5257,5.0,22.07,0,1,2034.5,0.1757,28.3,9.27,0.01,9.22,0.02,5.71,10.0,0.03,4.09,0.04,10.0,104.51,,,,0.783,21.1,0.05,0.02,3.45,0.02,0.05,3.52,8.905,0.01,8.529,0.012,8.74,0.02,8.6,0.02,10.26,0.01,59.05,34.14,139.96,199.8,9.96,0.1,9.51,0.04,-0.13,0.06,-9.64,0.07,1
1972,1229,J0926-15,141.61345,-15.71022,8.7,33.0,1,1,1962.2,0.062,6.4,11.94,0.01,11.9,0.04,9.64,0.0,0.11,7.56,0.33,0.0,48.08,,,,0.685,41.1,0.04,0.03,2.27,0.11,0.04,2.28,8.182,0.01,7.799,0.016,7.44,0.05,7.51,0.13,9.54,0.01,5.0,2.84,3.14,7.23,9.28,0.12,9.21,0.09,-1.15,0.06,-10.36,0.11,0
1973,1280,J0945-18,146.3551,-18.3739,4.0,63.97,0,1,4143.8,0.0609,13.7,9.92,0.01,9.78,0.02,5.99,10.0,0.01,4.12,0.02,10.0,65.09,,,,0.686,40.1,0.14,0.02,3.76,0.02,0.15,3.76,9.556,0.01,9.221,0.012,9.54,0.01,9.47,0.01,10.92,0.01,31.48,19.99,103.57,174.9,10.35,0.1,10.11,0.06,0.5,0.08,-9.62,0.1,1
1974,1287,J0946-14,146.67453,-14.86177,1.0,65.91,1,1,4208.8,0.0793,7.0,10.52,0.01,10.52,0.02,7.54,10.0,0.04,5.93,0.07,10.0,55.78,,,,0.925,154.0,0.0,0.02,2.89,0.03,0.0,2.97,9.344,0.01,8.946,0.012,8.92,0.02,8.79,0.03,10.7,0.01,18.2,10.0,23.42,34.23,10.54,0.1,9.85,0.08,0.01,0.07,-9.84,0.11,0
1975,1278,J0945-14a,146.45137,-14.36831,1.0,39.96,1,1,2429.6,0.0799,12.5,9.49,0.01,9.21,0.02,4.84,10.0,0.02,1.93,0.01,10.0,83.52,,,,0.7,85.8,0.28,0.02,4.31,0.02,0.28,4.34,9.33,0.01,9.045,0.012,9.6,0.01,9.94,0.01,10.69,0.01,47.97,34.2,310.18,1320.06,10.01,0.1,9.67,0.06,0.55,0.08,-9.12,0.1,0
1976,1279,J0945-14b,146.42476,-14.32636,1.0,36.35,1,1,2179.2,0.044,5.2,8.21,0.01,7.99,0.02,4.8,10.0,0.02,2.17,0.02,10.0,163.43,163.43,163.43,163.43,0.444,13.6,0.22,0.02,3.15,0.02,0.21,3.21,9.762,0.01,9.45,0.012,9.53,0.01,9.76,0.01,11.12,0.01,156.65,105.07,318.74,1052.09,10.44,0.1,9.21,0.1,0.49,0.08,-8.71,0.12,0
1977,1318,J0955-13,148.7531,-13.08591,,146.6,1,1,9635.2,0.0303,1.5,11.49,0.01,11.52,0.02,11.97,0.0,0.52,9.41,0.89,0.0,37.14,,,,0.522,39.6,-0.03,0.02,-0.46,0.52,-0.06,,9.622,0.01,9.202,0.013,,,,,10.98,0.01,6.98,3.65,,,10.94,0.1,9.87,0.19,,,,,0
1978,1242,J0933-16,143.31364,-16.76802,3.0,33.87,0,1,2117.9,0.1171,21.6,9.43,0.01,9.51,0.02,6.88,10.0,0.06,4.84,0.1,10.0,101.13,,,,0.734,28.1,-0.09,0.02,2.51,0.03,-0.09,2.65,9.211,0.01,8.779,0.012,8.59,0.03,8.42,0.04,10.57,0.01,50.82,25.76,42.4,55.61,10.53,0.1,9.76,0.05,-0.25,0.06,-10.01,0.08,1
1979,1239,J0931-16,142.92235,-16.04254,5.0,70.48,0,1,4353.7,0.0398,8.1,10.99,0.01,10.88,0.02,7.51,10.0,0.04,5.88,0.07,10.0,65.85,,,,0.18,138.8,0.11,0.02,3.21,0.02,0.11,3.31,9.21,0.01,8.859,0.012,8.98,0.02,8.82,0.03,10.57,0.01,11.7,7.15,23.75,32.33,10.11,0.1,9.97,0.08,0.06,0.07,-9.91,0.1,1
1980,1245,J0934-15,143.52861,-15.30587,9.0,33.61,1,1,1997.4,0.0596,6.7,11.48,0.01,11.44,0.03,8.51,10.0,0.08,7.23,0.21,0.0,46.95,,,,0.753,121.2,0.04,0.02,2.82,0.04,0.04,2.9,8.381,0.01,8.001,0.014,7.94,0.03,7.64,0.08,9.74,0.01,7.63,4.36,9.55,9.51,9.47,0.11,9.25,0.09,-0.76,0.06,-10.01,0.1,0
1981,1236,J0928-14,142.24341,-14.80697,6.0,34.04,1,1,2032.4,0.0368,3.8,10.51,0.01,10.48,0.02,7.33,10.0,0.04,5.24,0.09,10.0,55.97,,,,0.946,108.5,0.03,0.02,3.09,0.03,0.03,3.17,8.781,0.01,8.395,0.012,8.45,0.02,8.32,0.04,10.14,0.01,18.65,10.54,30.38,43.9,9.9,0.1,9.01,0.11,-0.35,0.06,-9.37,0.13,0
1982,1237,J0930-14,142.7204,-14.73579,-2.0,37.13,0,1,1993.4,0.1016,12.2,8.91,0.01,8.93,0.02,7.77,10.0,0.09,1.01,0.12,10.0,83.29,,,,0.869,11.2,-0.03,0.02,0.56,0.03,-0.04,0.72,9.498,0.01,9.087,0.012,7.23,0.74,7.7,0.07,10.86,0.01,81.79,43.59,1.53,8.95,10.78,0.1,9.59,0.06,-1.32,0.58,-10.91,0.59,1
1983,1252,J0936-12,144.02429,-12.43664,4.0,45.15,1,1,2791.0,0.0538,9.3,9.69,0.01,9.62,0.02,6.23,10.0,0.02,4.42,0.03,10.0,67.24,,,,0.694,24.3,0.08,0.02,3.36,0.02,0.08,3.41,9.349,0.01,8.983,0.012,9.15,0.01,9.06,0.01,10.71,0.01,39.21,23.22,85.26,138.02,10.34,0.1,9.65,0.07,0.19,0.07,-9.45,0.1,0
1984,1105,J0817-27,124.27528,-27.45543,3.9,25.93,1,1,1546.5,0.1195,33.2,7.01,0.01,6.86,0.02,3.03,10.0,0.01,0.92,0.01,10.0,182.6,182.6,182.6,182.6,0.57,6.7,0.15,0.02,3.79,0.02,0.16,3.82,9.947,0.01,9.613,0.012,9.95,0.01,9.96,0.01,11.31,0.01,471.51,300.19,1648.63,3313.41,10.74,0.1,9.72,0.04,0.82,0.08,-8.89,0.09,0
1985,1095,J0807-28,121.78553,-28.05234,7.0,7.44,0,1,1028.0,0.126,20.3,9.09,0.01,9.0,0.02,5.96,10.0,0.02,4.09,0.04,10.0,108.21,,,,0.376,105.0,0.09,0.02,3.01,0.02,0.09,3.07,8.034,0.01,7.672,0.012,7.69,0.02,7.62,0.02,9.39,0.01,69.99,41.79,109.1,184.1,9.0,0.1,8.42,0.05,-0.96,0.05,-9.38,0.07,1
1986,1093,J0806-27,121.54617,-27.52821,3.0,12.65,0,1,963.3,1.2809,226.3,7.48,0.01,7.36,0.02,4.0,0.0,0.02,2.23,0.03,0.0,162.44,162.44,162.44,162.44,0.9,159.2,0.12,0.02,3.36,0.02,0.12,3.36,9.139,0.01,8.791,0.012,8.93,0.01,8.81,0.01,10.5,0.01,307.99,189.88,663.82,974.91,10.02,0.1,9.93,0.01,0.02,0.06,-9.91,0.07,1
1987,1115,J0823-26,125.82956,-26.19685,9.0,28.36,1,1,1705.4,0.1068,10.0,9.62,0.01,9.48,0.02,5.67,10.0,0.02,3.71,0.02,10.0,51.61,,,,0.927,98.4,0.14,0.02,3.72,0.02,0.14,3.76,8.98,0.01,8.641,0.012,8.96,0.01,8.93,0.01,10.34,0.01,42.57,26.78,139.11,256.92,9.8,0.1,9.27,0.07,0.04,0.06,-9.23,0.09,0
1988,1110,J0818-25,124.69001,-25.4995,2.5,27.18,1,1,1628.8,0.1679,21.5,7.39,0.01,7.26,0.02,3.62,10.0,0.01,0.87,0.01,10.0,190.3,,,,0.709,92.5,0.13,0.02,3.62,0.02,0.13,3.66,9.835,0.01,9.492,0.012,9.77,0.01,10.03,0.01,11.19,0.01,331.7,206.7,975.13,3544.51,10.69,0.1,9.57,0.05,0.68,0.08,-8.89,0.09,0
1989,1109,J0818-24,124.85136,-24.78589,1.0,29.27,1,1,1771.5,0.0756,8.3,10.24,0.01,10.14,0.02,6.76,10.0,0.02,4.51,0.02,10.0,56.76,,,,0.589,94.7,0.09,0.02,3.35,0.02,0.1,3.38,8.76,0.01,8.402,0.012,8.55,0.01,8.65,0.01,10.12,0.01,24.05,14.48,51.58,128.11,9.7,0.1,9.22,0.08,-0.28,0.06,-9.5,0.1,0
1990,1085,J0756-24,119.2261,-24.9061,4.0,38.52,0,2,1561.0,0.1918,39.8,10.49,0.01,10.39,0.02,6.97,10.0,0.09,5.3,0.12,10.0,111.36,,,,0.1,56.4,0.1,0.02,2.84,0.02,0.1,3.08,8.898,0.01,8.541,0.012,8.56,0.04,8.36,0.05,10.26,0.01,19.08,11.51,30.55,37.31,9.84,0.1,10.14,0.03,-0.27,0.06,-10.41,0.07,1
1991,1111,J0819-22,124.91275,-22.5695,5.0,86.42,1,1,5679.3,0.0631,8.5,11.58,0.01,11.5,0.03,7.76,10.0,0.04,5.19,0.05,10.0,42.64,,,,0.836,22.6,0.08,0.03,3.61,0.04,0.09,3.72,9.153,0.01,8.791,0.015,9.09,0.02,9.27,0.02,10.51,0.01,6.82,4.07,20.29,60.95,10.12,0.12,10.17,0.08,0.14,0.07,-10.02,0.1,0
1992,1098,J0810-22,122.59537,-22.31519,,39.7,1,1,2497.4,0.0484,5.7,10.46,0.01,10.27,0.02,6.62,10.0,0.02,3.46,0.01,10.0,34.9,,,,0.799,45.3,0.19,0.02,3.6,0.02,0.19,3.66,8.934,0.01,8.613,0.012,8.89,0.01,9.32,0.01,10.29,0.01,19.53,12.8,60.58,321.98,9.65,0.1,9.32,0.09,-0.01,0.06,-9.34,0.11,0
1993,1103,J0815-20,123.88727,-20.87605,5.2,66.7,1,1,4341.7,0.043,6.3,10.88,0.01,10.86,0.03,7.92,10.0,0.06,6.21,0.11,10.0,64.73,,,,0.92,66.0,0.02,0.02,2.96,0.04,0.02,2.96,9.21,0.01,8.82,0.013,8.79,0.03,8.66,0.04,10.57,0.01,13.07,7.31,17.03,24.89,10.36,0.11,9.81,0.09,-0.09,0.06,-9.91,0.11,0
1994,1130,J0833-22,128.34486,-22.97361,3.0,25.71,0,1,1676.0,0.1741,55.9,6.65,0.01,6.6,0.02,3.73,10.0,0.02,2.1,0.02,10.0,253.02,253.02,253.02,253.02,0.281,114.2,0.05,0.02,2.82,0.02,0.05,2.87,10.082,0.01,9.707,0.012,9.63,0.02,9.47,0.01,11.44,0.01,655.22,378.71,804.22,1092.35,11.14,0.1,9.94,0.03,0.57,0.08,-9.36,0.08,1
1995,1122,J0828-21,127.16991,-21.73645,2.0,87.7,1,1,5757.0,0.0397,9.3,10.27,0.01,10.23,0.02,7.5,10.0,0.03,5.9,0.07,10.0,71.09,,,,0.392,99.5,0.03,0.02,2.66,0.02,0.02,2.79,9.686,0.01,9.298,0.012,9.19,0.02,9.07,0.03,11.05,0.01,22.59,12.7,24.7,36.97,10.82,0.1,10.22,0.07,0.22,0.07,-10.0,0.1,0
1996,1144,J0841-20,130.41154,-20.74395,6.0,31.61,1,1,1906.5,0.0765,11.5,10.92,0.01,10.88,0.02,7.84,10.0,0.05,5.66,0.12,10.0,57.16,,,,0.681,83.0,0.04,0.02,3.04,0.03,0.04,3.11,8.554,0.01,8.172,0.013,8.2,0.02,8.12,0.05,9.91,0.01,12.85,7.31,19.82,32.33,9.65,0.1,9.43,0.06,-0.55,0.06,-9.98,0.09,0
1997,1143,J0839-20,129.90276,-20.2757,,56.17,1,1,3599.0,0.0798,12.3,12.35,0.01,12.31,0.02,9.18,10.0,0.1,7.44,0.16,10.0,30.87,,,,0.765,147.7,0.04,0.02,2.33,0.06,0.03,3.14,8.476,0.01,8.092,0.013,8.14,0.04,8.01,0.07,9.84,0.01,3.4,1.93,5.4,7.98,9.59,0.1,9.96,0.06,-0.6,0.06,-10.56,0.09,0
1998,1128,J0832-20,128.29539,-20.89893,5.0,105.51,1,1,6954.4,0.0384,10.0,10.98,0.01,10.97,0.02,7.95,10.0,0.05,6.64,0.15,0.0,66.05,,,,0.519,45.1,0.01,0.02,2.96,0.03,0.01,3.09,9.555,0.01,9.161,0.012,9.18,0.02,8.87,0.06,10.91,0.01,11.55,6.4,16.9,16.35,10.73,0.1,10.41,0.07,0.22,0.07,-10.19,0.1,0
1999,1153,J0847-20,131.82079,-20.03567,4.0,86.69,0,1,4519.8,0.0547,14.8,8.59,0.01,8.52,0.02,5.59,10.0,0.05,4.15,0.04,10.0,160.44,,,,0.3,163.6,0.07,0.02,2.77,0.02,0.06,2.85,10.346,0.01,9.974,0.012,9.89,0.02,9.7,0.02,11.7,0.01,105.68,61.67,128.47,164.11,11.38,0.1,10.41,0.06,0.78,0.08,-9.63,0.1,1
2000,1150,J0843-20,130.815,-20.6634,9.0,28.92,1,1,1721.0,0.1141,15.3,11.01,0.01,10.93,0.02,7.92,10.0,0.07,5.33,0.07,10.0,74.74,,,,0.421,96.0,0.08,0.02,2.83,0.04,0.09,3.0,8.436,0.01,8.076,0.013,8.06,0.03,8.33,0.03,9.8,0.01,11.68,7.02,17.06,62.34,9.39,0.1,9.48,0.06,-0.66,0.06,-10.14,0.08,0
2001,1146,J0842-20,130.7383,-20.05118,7.0,29.4,0,1,1702.6,0.1717,38.1,9.06,0.01,8.92,0.02,5.46,10.0,0.03,3.63,0.03,10.0,113.48,,,,0.266,83.9,0.14,0.02,3.41,0.02,0.14,3.46,9.233,0.01,8.895,0.012,9.08,0.01,8.96,0.01,10.59,0.01,70.97,44.71,172.95,254.96,10.05,0.1,9.89,0.04,0.14,0.07,-9.75,0.08,1
2002,1152,J0846-19,131.5041,-19.30291,1.0,29.22,1,1,1735.7,0.1315,19.7,8.87,0.01,8.77,0.02,5.14,10.0,0.02,2.32,0.01,10.0,77.98,,,,0.842,145.1,0.11,0.02,3.58,0.02,0.11,3.63,9.304,0.01,8.952,0.012,9.21,0.01,9.51,0.01,10.66,0.01,84.48,51.54,235.45,915.52,10.21,0.1,9.6,0.05,0.24,0.07,-9.35,0.09,0
2003,1142,J0839-19,129.90778,-19.63841,5.0,68.19,1,2,4419.8,0.0438,3.3,13.29,0.02,13.18,0.04,13.3,0.0,0.41,10.01,0.69,0.0,26.39,,,,0.901,170.3,0.11,0.03,-0.12,0.41,0.1,,8.264,0.012,7.907,0.018,,,,,9.62,0.02,1.42,0.85,,,9.2,0.14,9.55,0.12,,,,,0
2004,1159,J0851-17,132.77954,-17.56358,5.0,38.18,0,1,2005.0,0.1114,20.7,9.99,0.01,9.96,0.02,7.32,10.0,0.02,5.81,0.08,10.0,108.66,,,,0.347,77.6,0.02,0.02,2.67,0.02,0.01,2.75,9.091,0.01,8.701,0.012,8.57,0.02,8.42,0.03,10.45,0.01,30.33,16.95,31.6,44.01,10.24,0.1,9.85,0.05,-0.26,0.06,-10.11,0.08,1
2005,1117,J0824-18,126.04201,-18.77576,3.0,38.18,0,1,2432.5,0.0724,16.4,8.57,0.01,8.55,0.02,5.71,10.0,0.02,4.1,0.04,10.0,96.59,,,,0.794,59.2,0.02,0.02,2.78,0.02,0.02,2.85,9.654,0.01,9.266,0.012,9.18,0.02,9.04,0.02,11.01,0.01,110.92,62.3,129.24,181.94,10.79,0.1,9.75,0.05,0.22,0.07,-9.53,0.09,1
2006,1129,J0833-17,128.32054,-17.95894,3.0,91.6,0,1,4576.4,0.0501,12.2,10.09,0.01,9.85,0.02,6.29,10.0,0.01,4.57,0.03,10.0,46.23,,,,0.3,162.0,0.25,0.02,3.51,0.02,0.24,3.54,9.797,0.01,9.496,0.012,9.72,0.01,9.61,0.02,11.16,0.01,26.75,18.39,77.34,118.82,10.48,0.1,10.37,0.06,0.64,0.08,-9.73,0.1,1
2007,1149,J0843-17,130.84351,-17.38539,10.0,33.3,1,1,2019.4,0.0858,9.2,13.32,0.02,13.4,0.08,,,,9.98,1.38,0.0,68.34,,,,0.245,12.0,-0.08,0.07,,,-0.08,,7.638,0.011,7.209,0.031,,,,,9.0,0.02,1.4,0.72,,,8.95,0.21,9.38,0.07,,,,,0
2008,1127,J0831-16,127.8143,-16.9352,,31.35,1,2,1894.7,0.0539,9.8,12.53,0.01,12.46,0.03,10.06,10.0,0.09,8.05,0.27,0.0,32.37,,,,0.573,56.8,0.07,0.03,2.35,0.09,0.07,2.46,7.904,0.01,7.534,0.016,7.27,0.04,7.27,0.11,9.26,0.01,2.92,1.71,2.36,4.58,8.92,0.12,9.35,0.07,-1.28,0.06,-10.64,0.09,0
2009,1137,J0837-16,129.39194,-16.93246,1.0,32.48,1,1,1967.7,0.1094,18.8,11.25,0.01,11.13,0.02,7.71,10.0,0.03,5.38,0.06,10.0,55.27,,,,0.604,75.3,0.11,0.02,3.4,0.02,0.11,3.4,8.448,0.01,8.095,0.013,8.25,0.02,8.36,0.03,9.81,0.01,9.54,5.8,21.06,52.83,9.36,0.1,9.67,0.05,-0.51,0.05,-10.18,0.08,0
2010,1101,J0812-19,123.05798,-19.32281,5.0,71.27,1,1,4656.5,0.0427,9.6,12.63,0.01,12.53,0.03,9.32,10.0,0.09,7.64,0.2,0.0,34.28,,,,0.375,117.4,0.1,0.03,2.81,0.07,0.14,3.06,8.554,0.01,8.213,0.015,8.23,0.04,8.14,0.08,9.91,0.01,2.53,1.58,4.13,6.64,9.39,0.12,10.05,0.07,-0.53,0.06,-10.59,0.09,0
2011,1086,J0757-19,119.36292,-19.2428,6.0,45.71,0,1,3540.9,0.0547,11.2,10.02,0.01,9.85,0.02,6.21,10.0,0.01,4.35,0.03,10.0,74.61,,,,0.279,105.3,0.16,0.02,3.61,0.02,0.16,3.65,9.232,0.01,8.901,0.012,9.17,0.01,9.08,0.01,10.59,0.01,29.24,18.74,87.03,140.1,10.01,0.1,9.74,0.06,0.21,0.07,-9.53,0.09,1
2012,1090,J0803-18,120.76022,-18.70205,5.0,52.4,1,1,3377.0,0.0821,17.9,10.1,0.01,10.07,0.02,7.22,10.0,0.04,5.55,0.08,10.0,52.47,,,,0.536,36.6,0.03,0.02,2.73,0.02,0.02,2.85,9.318,0.01,8.931,0.012,8.85,0.02,8.75,0.03,10.68,0.01,27.1,15.27,31.62,49.56,10.44,0.1,10.06,0.05,-0.05,0.06,-10.1,0.08,0
2013,1069,J0746-18,116.60575,-18.54706,5.7,49.21,0,1,3287.0,0.0712,19.6,9.76,0.01,9.6,0.02,6.06,0.0,0.02,4.3,0.03,0.0,75.7,75.7,75.7,75.7,0.337,144.3,0.16,0.02,3.54,0.02,0.16,3.55,9.396,0.01,9.065,0.012,9.29,0.01,9.16,0.02,10.76,0.01,36.87,23.59,99.66,146.4,10.17,0.1,10.04,0.05,0.3,0.07,-9.74,0.09,1
2014,1096,J0809-17,122.42424,-17.7518,5.0,72.69,1,1,4753.0,0.0369,7.3,11.55,0.01,11.42,0.03,8.02,10.0,0.03,6.53,0.1,10.0,34.48,,,,0.88,136.8,0.13,0.02,3.29,0.03,0.12,3.4,9.015,0.01,8.668,0.014,8.83,0.02,8.65,0.04,10.37,0.01,7.02,4.34,15.75,20.68,9.89,0.11,9.95,0.08,-0.06,0.06,-10.01,0.1,0
2015,1121,J0827-12,126.892,-12.75669,5.0,44.19,1,1,2783.7,0.0881,13.2,9.99,0.01,10.0,0.02,6.67,10.0,0.08,5.13,0.1,10.0,76.3,,,,0.779,15.5,-0.01,0.02,2.98,0.03,0.02,3.16,9.202,0.01,8.815,0.012,8.87,0.04,8.8,0.04,10.56,0.01,29.24,16.45,47.02,79.14,10.33,0.1,9.78,0.06,-0.03,0.07,-9.81,0.09,0
2016,1089,J0800-16,120.18908,-16.13789,,37.52,,0,2348.1,0.0422,5.6,14.72,0.03,14.83,0.08,13.98,0.0,1.03,,,,11.29,,,,0.48,40.7,-0.11,0.07,,,-0.12,,7.182,0.014,6.739,0.031,,,,,8.54,0.02,0.39,0.19,,,8.5,0.22,9.27,0.09,,,,,0
2017,1087,J0758-14,119.62517,-14.35428,-2.0,34.96,1,1,2178.8,0.1714,33.7,8.91,0.01,8.89,0.02,6.62,10.0,0.04,5.51,0.07,10.0,87.68,,,,0.785,94.7,0.01,0.02,2.01,0.02,0.01,2.15,9.446,0.01,9.053,0.012,8.63,0.03,8.39,0.03,10.8,0.01,81.8,45.52,43.17,48.74,10.61,0.1,9.98,0.04,-0.22,0.06,-10.2,0.07,0
2018,1104,J0817-12,124.51485,-12.9696,,69.73,1,1,4541.0,0.0726,5.9,11.18,0.01,11.12,0.02,7.9,10.0,0.03,6.12,0.09,10.0,44.79,,,,0.806,22.0,0.06,0.02,3.13,0.03,0.1,3.23,9.116,0.01,8.76,0.013,8.85,0.02,8.79,0.04,10.48,0.01,9.62,5.82,17.93,30.61,10.05,0.1,9.82,0.09,-0.05,0.06,-9.87,0.11,0
2019,1164,J0853-17,133.35034,-17.98234,9.0,30.44,1,2,1814.1,0.0333,2.8,12.75,0.02,12.69,0.04,13.91,0.0,0.69,,,,33.68,,,,0.596,41.6,0.06,0.03,-1.14,0.69,0.06,,7.791,0.011,7.42,0.018,,,,,9.15,0.01,2.39,1.4,,,8.82,0.13,8.78,0.13,,,,,0
2020,1184,J0906-15,136.70445,-15.49992,5.0,30.35,0,1,1889.3,0.0932,14.1,9.13,0.01,9.06,0.02,5.51,10.0,0.02,3.82,0.04,10.0,84.67,84.67,84.67,84.67,0.848,128.6,0.08,0.02,3.5,0.02,0.08,3.55,9.232,0.01,8.868,0.012,9.09,0.01,8.96,0.02,10.59,0.01,66.42,39.45,166.52,241.3,10.22,0.1,9.48,0.06,0.15,0.07,-9.33,0.09,1
2021,1195,J0911-15,137.83232,-15.04933,10.0,34.09,1,1,2046.7,0.1098,10.7,12.67,0.02,12.64,0.05,13.18,0.0,0.48,9.8,0.54,0.0,48.8,,,,0.845,90.4,0.03,0.05,-0.54,0.48,0.02,,7.919,0.012,7.532,0.023,,,,,9.28,0.02,2.56,1.44,,,9.05,0.17,9.46,0.07,,,,,0
2022,1194,J0911-14,137.86462,-14.81663,0.0,33.91,1,1,2037.0,0.0738,14.5,8.27,0.01,8.3,0.02,6.51,10.0,0.06,5.16,0.1,10.0,143.31,,,,0.521,71.6,-0.03,0.02,1.72,0.02,-0.03,1.86,9.676,0.01,9.266,0.012,8.68,0.05,8.46,0.04,11.04,0.01,147.77,78.95,51.36,61.02,10.95,0.1,9.59,0.06,-0.18,0.07,-9.77,0.09,0
2023,1221,J0920-12,140.16377,-12.60407,10.0,32.09,1,1,1901.2,0.1396,11.6,11.76,0.01,11.9,0.05,13.56,0.0,0.47,11.38,2.2,0.0,72.9,,,,0.724,168.4,-0.14,0.04,-1.23,0.47,-0.14,,8.231,0.01,7.777,0.02,,,,,9.59,0.01,5.92,2.86,,,9.55,0.15,9.45,0.06,,,,,0
2024,1228,J0926-11,141.60217,-11.55573,0.0,61.08,0,1,5188.8,0.0485,5.4,9.41,0.01,9.42,0.02,6.98,10.0,0.03,5.53,0.07,10.0,88.41,,,,0.497,170.8,-0.01,0.02,2.38,0.02,-0.01,2.44,9.721,0.01,9.321,0.012,9.04,0.02,8.9,0.03,11.08,0.01,50.56,27.59,36.43,51.87,10.94,0.1,9.67,0.09,0.11,0.07,-9.56,0.12,1
2025,1218,J0919-12,139.95251,-12.24828,10.0,32.74,1,1,1946.8,0.3047,16.8,13.31,0.03,13.48,0.08,,,,9.92,0.68,0.0,38.5,,,,0.727,14.6,-0.16,0.08,,,-0.17,,7.625,0.014,7.163,0.034,,,,,8.98,0.02,1.41,0.67,,,8.94,0.23,9.62,0.05,,,,,0
2026,1241,J0933-11,143.43071,-11.32176,4.0,41.48,0,1,2671.0,0.0605,9.0,9.88,0.01,9.82,0.02,6.69,10.0,0.02,5.03,0.05,10.0,72.27,,,,0.458,141.5,0.06,0.02,3.11,0.02,0.06,3.17,9.203,0.01,8.83,0.012,8.89,0.02,8.74,0.02,10.56,0.01,33.23,19.31,55.84,77.02,10.25,0.1,9.56,0.07,-0.01,0.06,-9.57,0.1,1
